Label,Alpha,Beta,Gamma,Delta,Theta,Date
0,9.585043,4.7571306,0.66730505,3.534471,10.056691,20:52.5
0,11.039777,4.661181,1.5871617,1.9869869,10.361715,20:53.6
0,12.630426,4.58312,1.5058949,-0.70637596,9.612144,20:54.6
0,13.263414,4.826669,1.7573504,-0.3582205,11.220586,20:55.5
0,13.432108,4.779917,1.7132105,-0.06804266,10.262194,20:56.6
0,14.029999,4.475238,1.8872186,-0.8335579,10.047213,20:57.6
0,12.997066,4.4832044,1.7530785,-1.2662207,10.013218,20:58.6
0,12.352611,4.2953124,1.7649432,-4.717315,9.856046,20:59.5
0,11.455135,4.5171576,1.8979224,-5.9747305,8.084863,21:00.5
0,11.444193,4.1943636,2.099732,-1.5047392,7.696296,21:01.5
0,10.933534,4.334919,2.067725,1.6588129,7.7864017,21:02.6
1,3.860436,1.6839787,-1.0401182,-1.961351,7.9263616,27:20.4
1,4.6797614,1.3099072,-2.017205,-1.2696493,8.025331,27:21.3
1,3.627105,1.2507136,-2.3389647,-2.3302052,8.194531,27:22.3
1,2.7375054,1.1803143,-2.6041515,-2.7859998,7.7886777,27:23.3
1,4.648749,1.1130348,-1.532346,0.8407315,5.550419,27:32.3
1,3.9522228,0.17812821,-1.7380064,0.23097663,5.761645,27:33.3
1,3.8200982,0.6331031,-1.5216842,-2.6119769,5.163438,27:34.3
1,3.0837073,0.85784394,-2.1163135,-4.1433167,5.4568624,27:35.3
2,4.874037,2.3325925,0.9689016,-0.29063022,8.635347,27:40.3
2,5.623336,2.9209735,1.4545476,0.64673567,8.805074,27:41.3
2,5.915525,3.6084957,1.432209,1.8345683,9.441418,27:42.3
2,7.6635065,3.2175481,1.4583398,1.651976,11.796586,27:43.3
2,7.8032126,3.731381,1.1025113,2.277552,12.654153,27:44.3
2,7.0889482,3.018571,0.49803033,2.2423635,11.857568,27:45.4
2,7.12594,2.7849076,-0.12144861,1.2357397,11.481777,27:46.3
2,6.8001556,2.7316666,-0.1880499,1.397377,8.729455,27:47.2
2,5.396773,1.8399985,-0.49269342,0.22983715,8.7986555,27:48.3
2,4.4900403,1.990579,-0.3946244,0.3938735,9.406457,27:49.3
2,4.747344,2.2654402,0.7199319,3.3402202,10.359859,27:50.2
2,5.713748,1.5074353,1.0214778,2.4163096,9.656249,27:51.3
2,5.87099,1.5975751,0.630354,2.804804,9.362107,27:52.2
1,2.8598647,0.10727829,-0.929827,-1.1274614,6.8005986,27:56.3
1,3.3076622,-0.42172763,-2.5078309,-0.7128655,6.7327104,27:57.2
1,3.0469375,-0.5001192,-3.1382792,-1.4948729,9.172529,27:58.2
1,2.3844056,-0.33457312,-3.481654,-2.0980859,9.155432,27:59.2
2,5.8039365,2.5696697,-0.61077213,1.8512987,10.273284,28:04.2
2,6.511567,3.1883633,0.2589359,2.2697806,10.500087,28:05.1
2,7.1944823,3.861596,0.31143793,2.9772556,10.192909,28:06.3
2,7.169503,3.434964,0.30498013,2.8723557,9.509045,28:07.1
2,8.056829,4.035378,1.4593705,3.1397946,9.572857,28:08.2
2,8.194939,4.4526653,1.6605167,5.285369,10.380826,28:09.1
2,6.813075,3.4038372,0.9766003,5.0197463,9.962305,28:10.1
2,5.744054,2.6021311,0.5045301,5.2984295,10.138178,28:11.3
2,3.7102952,2.128904,-0.6449954,4.519042,9.008941,28:12.2
2,4.1492925,1.4563129,-0.62250894,3.4260488,8.986406,28:13.1
2,4.812605,0.88762856,-1.5870907,1.5752109,8.331602,28:14.1
2,4.9204664,1.3189359,-1.7770368,0.7338916,8.112111,28:15.2
2,4.5866294,1.9533898,-1.0372574,-1.6087191,8.349292,28:16.3
2,5.924566,2.6826124,-0.3186113,0.24085772,8.884014,28:17.1
2,5.618003,2.7977293,-0.63939154,1.4815458,7.856685,28:18.2
1,0.9058975,0.49773446,-2.1595483,-5.1611776,6.658429,28:31.0
1,1.137998,0.26900792,-2.0907795,-5.009208,5.3221717,28:32.1
1,1.8372542,-0.07653131,-1.9887581,-8.620074,4.4507065,28:33.0
1,1.9352099,0.008034215,-2.8916156,-8.5581875,5.128508,28:34.1
1,2.4481492,0.9166021,-2.6412618,0.48952025,6.0895576,28:53.9
1,2.635529,0.80712944,-2.8432097,-1.8904707,4.3579326,28:55.0
1,1.9899063,-0.003172663,-4.19297,-6.2011466,3.617952,28:56.0
1,2.1526568,0.26646554,-3.3255231,-5.233855,3.5817537,28:56.9
2,4.705349,2.2805114,-1.3377316,-0.03279879,6.455433,29:14.9
2,5.228489,1.6754999,-1.4747294,0.2992869,7.3187947,29:15.8
2,5.9768744,2.4859238,-0.53853714,0.016960239,7.3786645,29:16.8
2,5.652877,2.2009513,-0.29506522,-1.0865476,7.6898212,29:17.9
2,5.968375,2.2295866,-0.7924415,0.3192367,9.056525,29:18.9
2,5.198864,2.1837776,-0.39181268,0.017553508,8.947906,29:19.8
2,4.277683,0.9726859,-1.2180045,-1.2555275,7.578909,29:20.9
2,4.9410734,1.2919446,-1.6398784,-0.12563792,8.670794,29:21.8
2,4.9433665,1.0240625,-1.9495819,-0.6646798,9.59395,29:22.9
2,3.6148834,-0.023174478,-2.546087,-2.1759238,9.336317,29:23.8
2,4.91788,0.6366097,-1.7251914,-2.5928247,9.642029,29:24.9
2,5.1822977,1.8645811,-2.1350365,-4.111043,9.548893,29:25.9
2,5.2791877,1.5642157,-0.63242215,-2.7214546,6.910494,29:26.9
2,5.1556745,1.8020877,-0.16774234,0.7328231,8.412171,29:27.8
2,5.3245835,2.3634367,0.12949017,2.3963692,9.894378,29:28.9
2,5.3177233,2.6243598,-0.32158798,2.918986,9.5622835,29:29.9
2,6.8467712,2.292565,0.28455856,3.8370824,10.762399,29:30.9
2,7.644615,3.3875113,-0.05125679,4.915019,11.435726,29:31.8
2,7.7910247,2.8515337,-0.33914885,4.3090963,11.680586,29:32.8
2,7.369961,1.7440653,-0.4989915,3.6844916,10.610532,29:33.8
2,6.0255466,1.4928153,-1.0799248,3.5262077,8.804392,29:34.7
2,5.9093776,1.4100556,-1.0537704,1.1068144,7.894741,29:35.8
2,6.23638,1.9826276,-0.7641325,1.1555077,7.689516,29:36.8
2,6.2064595,2.3105636,-0.22609878,1.8555877,8.3644495,29:37.8
2,7.211699,2.8675501,0.22077785,3.6006646,9.960091,29:38.8
2,7.9971495,2.4561718,-0.07855684,4.34564,10.936651,29:39.7
2,6.5216713,1.8555826,-0.9589474,3.7469087,9.626357,29:40.8
2,5.9023733,2.1321974,-0.6301909,3.2928612,10.208855,29:41.7
2,5.824387,1.8517156,-1.3685277,2.640753,10.314239,29:42.8
2,5.499941,1.904265,-0.51631,1.109174,10.0089655,29:43.7
2,5.023085,2.5725079,-0.17502616,0.26234773,9.381499,29:44.8
2,5.8394313,3.6026437,0.6961775,1.308802,9.570334,29:45.7
2,5.9639854,3.4843864,0.6313899,1.4514234,8.479458,29:46.8
2,7.60973,3.8399262,0.8564912,1.3584836,9.407412,29:47.7
2,8.555601,4.136043,0.59716886,1.062783,9.197834,29:48.8
2,8.95849,3.2013159,0.79995817,1.5539806,8.962969,29:49.9
2,9.000685,2.7570968,0.5050017,2.9946265,9.853263,29:50.7
2,8.763504,2.6884925,0.36065495,3.4288387,10.056319,29:51.6
2,7.9537225,0.46035895,-0.43376842,2.9845977,9.809856,29:52.7
2,7.1388893,1.5751756,-0.41541603,2.8344119,9.628732,29:53.7
2,7.534098,2.4991322,0.51702046,1.0263058,11.075789,29:54.6
2,6.8887877,2.4743726,1.3127437,-1.0776873,10.747776,29:55.7
2,6.246989,2.6390083,1.6291511,-1.5388137,11.136349,29:56.6
2,6.3629684,3.735469,1.6985284,-1.4432086,11.525865,29:57.7
2,6.523927,3.659126,2.180646,0.5185426,10.973367,29:58.7
2,5.851882,3.801077,1.0788729,1.3879656,9.311052,29:59.6
2,5.3598733,4.364806,1.07465,0.98967093,7.7709436,30:00.7
2,5.866585,4.1760993,0.7622242,0.7995962,7.3386397,30:01.7
2,5.561948,4.110462,0.17832603,2.6961777,8.337334,30:02.7
2,5.4708424,4.2563605,0.12204259,2.436777,9.05421,30:03.7
2,4.8003755,3.4871902,-0.089117445,2.2227218,9.967371,30:04.7
2,3.732123,2.695176,0.07541718,2.263089,10.34413,30:05.6
2,3.591803,2.5483062,-0.631718,-1.2639009,9.239385,30:06.6
2,3.6825442,1.7708627,-0.40800932,-1.9903328,7.7724423,30:07.5
2,5.4313097,2.602862,0.82333475,2.3146489,8.179574,30:08.6
2,7.382521,4.348704,1.4871829,3.8115544,10.503674,30:09.5
2,7.515979,4.270382,1.5682487,4.087312,10.4358635,30:10.6
2,7.270433,3.99256,1.2773933,4.4256587,10.856329,30:11.7
2,6.5348825,3.5996108,0.3410314,4.1498256,11.035568,30:12.7
2,6.463183,2.987688,0.16870543,0.11431153,8.12559,30:13.6
2,5.443767,2.1860576,-0.71293896,-1.2698197,7.8394995,30:14.6
2,6.0392747,2.9649425,-0.789128,1.2901154,7.5401735,30:15.6
2,5.2542005,2.9038687,0.17131282,1.6199284,7.497535,30:16.6
2,4.9666357,2.4526162,0.5036841,1.267575,7.4877415,30:17.6
2,4.7203135,2.6859367,0.7693189,1.4351557,6.847488,30:18.6
1,2.2892451,0.3513583,-0.14606614,-1.6850744,5.7069674,30:27.6
1,3.1566231,0.21026605,0.10822241,-1.8741223,5.5211015,30:28.6
1,2.8146288,0.13064575,-0.50218666,-2.7274039,5.6956196,30:29.5
1,3.1275423,0.6312722,-0.3820876,-1.5007516,5.9331336,30:30.5
2,6.5716286,2.5344167,1.5424252,0.2961252,9.584142,30:35.6
2,7.1032553,2.8177297,1.9854511,2.3364582,10.070367,30:36.7
2,7.0959387,2.906107,2.0998473,2.2976654,8.970666,30:37.5
2,6.685012,3.1310563,1.1936047,1.3603563,8.628933,30:38.5
2,5.5865564,2.5196166,0.54281914,1.2290092,9.264192,30:39.6
2,4.47267,3.135756,0.22895946,1.1629055,8.27221,30:40.5
2,3.642784,3.047095,-0.6756036,-1.1326399,7.913054,30:41.4
1,4.224837,2.1836216,-0.5091149,0.85798615,9.021902,30:45.5
1,3.3051877,1.7534875,-0.54654694,0.6208645,9.040805,30:46.5
1,3.4354043,1.4762386,-0.39188373,-1.1835191,8.661575,30:47.4
1,3.2541454,1.1599079,-1.2054173,-1.6503633,7.3589973,30:48.4
1,4.4652452,2.384786,1.1276729,-0.31338888,6.906401,30:58.5
1,4.8329773,2.4530382,0.38963643,0.049324464,7.4591265,30:59.4
1,4.2546554,2.668499,1.0199754,-1.947607,6.946807,31:00.5
1,3.9486377,2.5880518,0.33042306,-2.3896756,6.347637,31:01.4
2,4.519283,3.8354106,1.629963,-1.1128774,7.015275,31:06.4
2,4.5675755,3.6679811,1.1173924,-1.0573013,9.567438,31:07.4
2,3.2438827,3.285667,0.5047596,-2.505676,9.442683,31:08.4
2,4.87234,3.5410423,0.8987783,1.6319828,10.578718,31:09.5
2,5.047799,2.9691315,1.1302441,2.4382071,10.560781,31:10.4
2,5.08883,2.9701388,1.3696576,3.1808064,10.579946,31:11.3
2,5.581655,2.9994547,1.0736572,3.5190723,9.829352,31:12.3
2,5.7318506,2.881288,0.65294605,2.0064921,10.058144,31:13.3
2,6.1150665,3.3937514,0.48082507,0.7811668,10.26126,31:14.3
2,6.7825546,4.047996,1.5041015,-0.24082346,9.424704,31:15.4
2,7.081037,4.4851394,1.4554231,1.2160333,9.93368,31:16.3
2,6.8732414,4.5448875,1.3261458,2.3974917,10.581916,31:17.4
0,5.758568,2.1491327,-0.40620843,1.571697,9.4490385,31:19.4
0,5.008463,2.391289,-0.9754419,1.3054333,8.829113,31:20.4
0,7.429043,1.672264,-1.5105203,-1.5498105,7.2215643,31:21.3
0,10.93738,1.670466,-1.2370144,-2.6139712,7.552182,31:22.3
0,11.623669,2.652028,-0.49649245,-3.4043357,8.775442,31:23.4
0,12.563836,3.0861046,0.008556622,-1.487814,9.759977,31:24.3
0,12.714196,3.097784,-0.006313151,-1.7088238,9.379993,31:25.3
0,12.527502,3.4451213,0.30785018,-1.3530852,9.278223,31:26.3
0,12.105986,3.0772226,-0.09523098,-0.21725354,8.9649,31:27.3
0,12.379097,3.3507452,0.93752074,1.561648,9.733043,31:28.2
0,11.979343,3.8144374,1.0103201,2.0727508,10.322295,31:29.3
0,12.078791,3.626313,1.3159856,3.0451834,12.035104,31:30.3
0,10.815085,3.5736315,1.7527674,2.893626,13.056125,31:31.2
2,6.0493507,2.5744514,2.5208657,5.399859,8.395908,31:39.3
2,6.1767387,1.7748439,2.7426255,3.7560506,7.133325,31:40.2
2,6.448035,2.017493,2.2129648,3.207233,7.872837,31:41.2
2,3.7910428,1.3773687,-0.8648043,1.7655824,7.585528,31:42.1
2,5.276415,1.4238864,-0.23278059,1.7177178,8.156518,31:43.2
2,5.677615,1.68928,-0.054259565,2.963765,9.125866,31:44.2
2,5.322494,2.399662,-0.49802315,1.2516167,9.307274,31:45.3
2,4.6726093,2.8953152,0.3635023,1.1687877,9.296572,31:46.1
2,4.280761,3.323455,0.16045119,0.58891386,10.035034,31:47.2
2,4.23245,3.162254,0.6469883,-0.27995414,10.245685,31:48.2
2,4.396764,2.9678826,1.247634,-0.6345483,9.331216,31:49.2
2,4.7724667,2.2828243,0.7939015,-0.8688785,9.1475725,31:50.2
2,5.192298,1.6563618,1.4678842,-0.06534235,9.074795,31:51.2
2,6.618032,1.8669437,0.8804375,-1.9871845,5.772448,31:52.2
2,7.0467696,1.2508049,0.10450042,-1.7610607,5.9313865,31:53.2
2,6.9005904,1.1717049,-1.1677247,-2.0741076,5.9152346,31:54.1
2,6.5892615,1.42086,-2.0870078,-1.7595936,5.5203776,31:55.2
2,6.0988474,0.9227821,-2.5163689,-2.2218137,6.1985874,31:56.2
2,4.6579823,1.0359931,-2.7478018,-1.7577026,6.1226106,31:57.2
2,4.3163176,0.61022055,-2.547012,-1.60753,6.1314073,31:58.1
2,3.9696789,0.36194968,-2.049648,0.125213,7.127431,31:59.2
2,4.1384754,0.9052867,-1.2088816,2.376062,8.449833,32:00.1
2,4.2982264,1.8933406,-0.66077244,2.4293823,8.67588,32:01.1
2,5.601459,1.9483571,0.03926165,2.7660174,9.052707,32:02.1
0,3.8045433,2.8783154,1.0372971,-0.78416896,7.999359,32:07.2
0,5.3435445,3.317159,-0.07545015,-2.1896455,8.40954,32:09.0
0,7.9472933,2.8371747,0.25881502,-3.3533826,6.9298816,32:10.3
0,9.9183445,2.6394072,0.8300262,-2.8442225,8.537705,32:11.1
0,11.06171,3.3286123,1.4203125,-1.6142145,9.428261,32:12.0
0,11.616885,3.565762,1.8088973,-0.41678825,10.943802,32:13.2
0,11.415437,3.2379549,1.5818404,0.12917499,11.523693,32:14.1
0,10.385637,3.5795064,1.5859551,0.5016367,11.370184,32:15.1
0,10.328695,3.8008702,1.3663757,-1.2853504,10.274631,32:16.0
0,10.188601,3.9788747,1.3154947,-1.4073656,8.640185,32:17.0
0,9.311982,3.8079534,1.4612365,-2.5631418,7.4969025,32:18.1
0,11.285631,4.5588408,0.50695455,-3.16191,8.194707,32:19.1
2,6.70662,3.4091218,1.6496993,2.960358,9.77845,32:36.0
2,6.7184777,4.692797,1.8753985,2.8138885,11.253612,32:37.1
2,8.1166115,5.9795885,3.265363,2.7624621,12.738026,32:38.0
2,9.052023,6.9427905,4.3179293,1.115367,13.016267,32:39.0
2,9.314327,7.175512,6.1347117,1.7571825,12.195898,32:40.0
2,9.831858,6.7179937,6.135326,2.7369165,10.843036,32:41.0
2,9.255784,6.1506476,5.941199,2.8052156,9.819395,32:41.9
2,8.483541,5.731834,5.1295896,4.4106894,8.801551,32:43.0
2,6.065946,4.249895,4.1949353,4.340125,8.593505,32:43.9
2,8.404115,4.45909,1.4995784,3.9892812,10.47084,32:44.9
2,8.244638,3.7943182,1.0191711,5.011783,11.193829,32:45.9
2,9.241705,3.818163,-0.18393293,4.45077,11.63011,32:46.9
2,8.475605,4.2286363,0.33069053,2.5034068,11.065153,32:48.0
2,7.750184,2.0486534,0.14730687,2.205105,10.771871,32:49.0
2,7.123931,1.9006597,0.22421211,1.8430936,8.615917,32:50.0
2,5.694452,1.9113134,-0.013636478,0.7084731,8.701188,32:50.9
2,6.384748,3.3592432,0.30344778,-0.8543501,10.247023,32:52.0
2,7.18627,3.5837042,0.94339395,0.054613493,10.100941,32:52.9
2,6.675345,3.0538962,0.73731214,0.010994852,9.513611,32:54.0
2,6.3110766,3.6427763,0.7123014,1.1910421,9.72866,32:55.0
2,4.527902,2.2714672,-0.056019146,1.5469118,6.863588,32:55.8
1,3.0295188,1.2086766,-0.11199494,-0.36416474,6.922907,33:07.8
1,2.1989233,-0.44393104,-0.9741686,-1.2493733,5.484713,33:08.8
1,1.4478285,-0.4107559,-1.0410457,-4.426282,4.3491974,33:09.7
1,1.9564693,-0.18860622,-1.3866924,-2.7838347,5.1199174,33:10.8
1,3.8842964,0.47827867,-1.677388,-1.7772751,9.815656,33:19.8
1,2.6040196,-0.166223,-1.8529181,-2.2350318,9.397593,33:20.8
1,2.4460945,8.04E-04,-1.7210715,-1.8397353,6.342781,33:21.7
1,3.0754144,0.21651916,-1.9104828,1.9402441,8.590325,33:22.8
1,5.7974215,2.385816,1.0470574,3.115102,10.632554,33:29.7
1,4.8113627,0.7797286,-0.19586965,1.013767,9.9181,33:30.8
1,3.8790703,0.11320467,-1.7769281,0.20323315,8.156764,33:31.7
1,4.913825,0.41292554,-2.4970298,1.4710064,8.320871,33:32.7
1,1.6681678,0.7265649,-2.1251254,-6.0593615,3.3528252,33:49.6
1,1.3872619,0.8194568,-1.8384551,-6.6940002,2.800998,33:50.6
1,1.4611607,0.5609807,-2.280254,-6.355899,1.8905722,33:51.7
1,1.1816318,0.42186177,-2.0414648,-5.718684,1.3949246,33:52.6
1,7.8207827,3.0929594,-0.66007465,5.434739,11.9105425,34:37.4
1,6.5713105,2.3967915,-1.9138366,5.3821654,10.801466,34:38.4
1,6.7379074,2.462208,-2.3546348,6.2623076,11.496645,34:39.4
1,6.2386503,1.924517,-2.1322927,3.689674,11.155257,34:40.5
2,3.7123408,2.704097,-0.36463842,-0.49436277,8.6996565,34:46.3
2,3.800785,3.3811882,-0.36793798,0.23826206,7.722846,34:47.3
2,4.855845,2.9466584,-0.1539106,1.3196595,7.249037,34:48.4
2,6.986869,3.1553814,-0.18920632,1.4361259,8.997735,34:49.3
2,8.271898,3.2093234,0.031132042,4.167564,9.497972,34:50.3
2,7.5508766,3.9764628,0.3027161,3.6907744,9.44759,34:51.3
2,9.113539,4.7701435,1.052724,3.545903,9.42548,34:52.4
2,9.678408,5.556212,2.023169,3.4890761,10.771939,34:53.4
2,8.952508,5.9639406,3.053071,0.9371065,8.471444,34:54.4
0,7.3044634,5.434405,2.5253305,5.6785417,9.84095,41:47.5
0,7.873063,5.9857445,2.3184206,4.8526754,9.961277,41:48.5
0,8.798156,6.5709376,1.7969394,3.4673042,9.8625145,41:49.6
0,11.112691,5.9842906,1.9378637,2.2187366,9.228915,41:50.6
0,11.692297,6.0911727,2.2413244,-1.569532,7.715812,41:51.5
0,11.965096,5.7072954,2.8087564,-2.6259255,8.132355,41:52.5
0,12.023996,5.0833473,3.141784,0.007760191,8.116142,41:53.6
0,12.377617,5.2252026,2.742402,-1.3650384,8.836991,41:54.5
0,12.335395,5.2328806,2.560816,0.88569486,11.023069,41:55.5
0,12.496951,5.253612,2.4943516,1.9277045,11.786177,41:56.5
0,13.132841,5.426189,2.0205557,2.30776,11.34007,41:57.5
0,13.555028,5.2381997,2.8731525,1.9402695,11.990105,41:58.6
0,13.105398,5.3594346,3.2627454,1.7454742,10.6103325,41:59.5
2,7.2141466,3.1680758,1.5638849,2.69868,11.561951,42:58.2
2,6.729641,2.7800584,0.9599424,-0.63377935,9.663,42:59.2
2,6.7461777,4.0644584,1.1999257,3.2970836,11.393266,43:00.3
2,6.347932,3.9238496,0.8149719,4.2862816,12.161085,43:01.2
2,7.0542245,3.899034,2.279326,4.0112896,11.68222,43:02.3
2,6.88547,3.6518884,2.5474663,3.82296,11.504115,43:03.2
2,6.278064,3.5066304,1.9615538,2.7540896,11.49678,43:04.2
2,6.308217,2.805489,2.0505261,-0.137628,10.332216,43:05.2
2,6.475006,2.3402195,2.3339016,1.73091,8.76026,43:06.2
2,6.093984,2.4981983,1.1182197,1.8204775,8.400874,43:07.2
2,6.239846,2.576287,0.8562018,2.5001223,9.505442,43:08.2
2,6.5060554,2.6915143,1.0987899,2.8059106,11.34913,43:09.2
2,5.880145,3.2950783,0.8341023,5.3751106,12.556921,43:10.2
2,5.900128,3.1112423,1.2692024,5.542856,12.630169,43:11.1
2,7.2537675,3.5761478,0.6231102,5.136255,12.887009,43:12.2
2,7.3265715,3.1149008,-0.17605172,4.7635813,11.162254,43:13.2
2,8.624384,3.3127136,0.7079623,4.769379,10.746034,43:14.2
2,8.854456,3.4377692,0.91177446,2.6438055,10.822552,43:15.2
2,8.810185,3.2396233,0.62460446,2.7022626,9.625681,43:16.2
2,8.153964,2.8873115,0.5222607,3.059384,9.577829,43:17.2
2,7.4721045,3.164836,1.0732741,3.0366747,9.61773,43:18.2
2,7.7440133,3.3179955,0.5427867,4.114055,9.732544,43:19.2
2,9.195323,4.154266,0.95658565,3.5337474,9.760032,43:20.2
2,9.292934,4.388853,1.8554556,3.6081052,9.445947,43:21.1
2,8.100789,3.8090343,1.4200714,0.4659494,10.428197,43:22.1
2,7.505271,3.1351712,0.8408439,-0.47695088,9.930422,43:23.1
2,6.600226,2.0885177,0.35231367,-2.3554358,9.09436,43:24.2
2,6.3072443,1.9133298,-0.28409448,-0.17065366,8.928148,43:25.1
2,6.3841314,2.3148966,0.56024224,0.011990964,8.726834,43:26.1
2,7.216178,3.4682865,0.71481216,1.3726792,8.554037,43:27.1
2,7.2168427,3.8974411,1.2313415,2.1325107,9.324618,43:28.1
2,6.272415,3.4939036,1.3234864,2.2537255,9.720957,43:29.1
2,5.91127,3.1042604,0.9324406,2.0196133,11.014662,43:30.2
2,6.751933,3.2080114,0.5038149,1.311405,10.70263,43:31.1
2,5.3644953,2.602934,-0.99255675,1.0035125,10.289041,43:32.1
2,5.3526793,2.2932394,-0.52977455,0.13841687,10.175426,43:33.1
2,6.53208,2.526024,-0.9422207,-0.26725692,9.731905,43:34.1
2,5.878855,2.149936,-1.3417146,-0.16423395,9.393487,43:35.1
2,6.8623543,3.619045,-0.43538132,0.36725956,11.586235,43:36.1
2,7.1993356,4.143433,0.12452648,3.570682,13.008772,43:37.1
2,6.5179663,3.7641692,0.39510554,4.035436,12.786006,43:38.0
2,7.1069946,4.2090764,1.3884792,4.481705,12.674096,43:39.0
2,6.1538463,3.535622,0.52266705,5.218982,11.856095,43:40.1
2,5.6076894,3.341104,0.83467144,4.7286973,10.148256,43:41.1
2,5.3902483,3.5112388,0.13587174,2.802322,8.520478,43:42.1
2,4.310693,2.9257972,-0.60649997,1.322155,7.4524226,43:43.0
2,4.9375525,2.6758366,-0.37588263,0.63200504,8.515107,43:44.0
2,4.1875963,2.6004076,-0.53200877,-1.7428268,9.12471,43:44.9
2,4.598899,2.3952014,-0.88919646,-0.8719225,9.215639,43:46.0
2,5.240329,3.1716821,2.1283162,-0.53011847,9.737267,43:46.9
2,5.240205,3.8049011,2.9797246,-0.88110703,9.381289,43:48.0
2,4.941931,3.4624252,3.2471657,-1.2652938,10.125755,43:49.1
2,5.898643,3.79971,3.3688245,-0.22793302,9.722881,43:50.0
2,8.305473,4.5015564,2.2591805,4.1441298,11.126072,43:51.1
2,8.037117,4.1258755,1.6383878,4.143498,10.117124,43:52.0
2,7.3087096,3.5600595,0.9673878,4.1866407,10.428127,43:53.0
2,7.259364,4.3489885,1.454395,4.779959,10.401946,43:54.0
2,5.514196,4.2303705,1.2682234,0.77718335,9.612653,43:55.1
2,6.7849894,4.784823,1.732087,0.40954933,9.082886,43:55.9
2,6.875882,4.997744,1.9785794,0.8793505,8.6202135,43:57.0
2,7.0658317,4.755574,3.1261125,0.9302192,10.293152,43:58.0
2,7.776435,5.1979003,2.9951706,1.9809811,10.8162985,43:58.9
2,6.981363,4.876623,2.3368316,1.6966699,10.102431,44:00.1
2,6.2860518,3.987328,2.0161183,1.0392238,9.780831,44:01.0
2,7.7346168,3.9955423,2.0518208,1.8644035,9.609363,44:02.0
2,7.8593397,4.099781,2.101436,2.0865498,9.703065,44:02.9
2,7.80315,4.350838,3.1740768,2.477932,9.870562,44:04.0
2,8.285738,5.533053,3.1938758,3.8003082,10.370206,44:05.0
2,8.669439,5.8753934,3.344664,3.6490173,10.477958,44:06.0
2,8.541393,5.9933534,3.3515813,3.8355644,9.603783,44:06.9
2,8.500637,5.741478,3.102946,2.918309,8.364284,44:07.9
2,7.8851457,5.3486543,2.2201157,3.0889063,10.613769,44:08.9
1,6.735892,3.0389748,0.04652465,1.8730694,10.446588,44:32.8
1,5.835007,2.3394098,-1.6500056,2.414716,10.193346,44:33.8
1,3.2922215,1.647874,-1.8507301,1.6208131,8.376968,44:34.8
1,3.452727,2.5210655,-0.7345365,-0.33036423,8.087168,44:35.9
1,2.6882899,1.4231193,-1.9428781,0.35318524,8.015708,44:46.7
1,3.4569314,1.4669497,-1.6587161,1.0764797,7.6650834,44:47.7
1,2.5151427,0.75263166,-1.2270694,0.80718404,6.8221564,44:48.8
1,3.0261261,0.6622994,-2.0617793,2.5318513,8.108711,44:49.8
1,3.864001,0.43798092,-1.400745,0.4869114,8.8119,45:01.7
1,4.4061465,0.69640166,-1.3573623,0.2397801,9.0233555,45:02.7
1,4.106317,0.9721456,-1.2522581,-0.71743476,8.359803,45:03.7
1,3.7732806,1.0750285,-1.3010777,-3.163334,8.198221,45:04.7
1,2.8669825,1.0036383,-1.4769465,1.6519985,6.9631886,45:17.6
1,2.969646,1.2059566,-0.61155397,3.4643013,9.608057,45:18.6
1,3.610887,1.6085396,-0.39145222,2.6028829,10.187496,45:19.6
1,5.320125,2.9267874,-0.32296228,5.2761025,11.220353,45:20.6
2,8.338683,6.7069488,3.2300403,4.3424764,10.3648615,45:27.6
2,8.729813,6.912963,4.2942367,2.727872,8.711185,45:28.6
2,8.182177,6.9200068,4.7559257,2.2498243,10.872671,45:29.6
2,7.6899824,6.514407,4.777722,2.905624,10.711891,45:30.6
2,8.484645,5.467765,4.511475,3.9332416,11.904072,45:31.6
2,7.846873,4.491053,3.6511967,5.1716805,11.470333,45:32.6
2,8.2586155,3.822359,3.1079226,4.6450434,10.061001,45:33.5
